scenario,p,s,num_samples,sample_size_log10,replicate,algorithm,Brier,E_SHD,E_F1,AUROC,time_sec
ER_p25_s40,25,40,10,1.0,0,BCD Nets,0.06657833093281086,73.559,0.06299518133802502,0.4361607142857143,255.24093747138977
ER_p25_s40,25,40,10,1.0,1,BCD Nets,0.06655470574827009,73.778,0.06372407640622456,0.44705357142857144,224.99155354499817
ER_p25_s40,25,40,10,1.0,2,BCD Nets,0.06660075005282991,73.433,0.06270081388903807,0.4571875,222.96386051177979
ER_p25_s40,25,40,10,1.0,3,BCD Nets,0.06634127293097648,72.961,0.062119700038041424,0.46214285714285713,224.15935707092285
ER_p25_s40,25,40,10,1.0,4,BCD Nets,0.06679979624515552,73.497,0.06181259457689673,0.37441964285714285,225.02195692062378
