scenario,p,s,num_samples,sample_size_log10,replicate,algorithm,Brier,E_SHD,E_F1,AUROC,time_sec
ER_p25_s40,25,40,316,2.5,0,DDS,0.051827981843983864,73.523,0.22752631357920428,0.7368303571428572,36.54770636558533
ER_p25_s40,25,40,316,2.5,1,DDS,0.054124489922908685,77.558,0.20974872176443218,0.7352008928571429,30.117509603500366
ER_p25_s40,25,40,316,2.5,2,DDS,0.04979356994066542,69.188,0.22562681537852738,0.7361383928571429,29.9672634601593
ER_p25_s40,25,40,316,2.5,3,DDS,0.053664908300458655,76.449,0.22603986911914478,0.7102678571428571,30.191983699798584
ER_p25_s40,25,40,316,2.5,4,DDS,0.05239503832210485,72.385,0.21630416683550127,0.80234375,30.178759336471558
