scenario,p,s,num_samples,sample_size_log10,replicate,algorithm,Brier,E_SHD,E_F1,AUROC,time_sec
ER_p50_s80,50,80,316,2.5,0,DDS,0.033527291531395595,238.545,0.34257693393265176,0.9903657205240175,46.991676568984985
ER_p50_s80,50,80,316,2.5,1,DDS,0.038284692973541555,254.036,0.31966934682198056,0.975556768558952,37.689180850982666
ER_p50_s80,50,80,316,2.5,2,DDS,0.03512284567449893,240.726,0.3342123235759744,0.9897489082969433,40.708348512649536
ER_p50_s80,50,80,316,2.5,3,DDS,0.035672324901172454,249.632,0.32564341734336016,0.9859661572052402,41.999743700027466
ER_p50_s80,50,80,316,2.5,4,DDS,0.03656375352422595,251.201,0.33021078040296664,0.9749017467248908,40.25231456756592
