scenario,p,s,num_samples,sample_size_log10,replicate,algorithm,Brier,E_SHD,E_F1,AUROC,time_sec
ER_p25_s40,25,40,316,2.5,0,SVI-DAG (noninformative),0.02967765343120122,31.602,0.8624089111320574,0.9905288461538462,560.7828478813171
ER_p25_s40,25,40,316,2.5,1,SVI-DAG (noninformative),0.042981286420699344,38.536,0.7476572421236055,0.9738461538461538,122.6599223613739
ER_p25_s40,25,40,316,2.5,2,SVI-DAG (noninformative),0.02838253648355355,28.938,0.8527843154524644,0.9971153846153846,120.95408082008362
ER_p25_s40,25,40,316,2.5,3,SVI-DAG (noninformative),0.03236285626025201,34.291,0.8094897285645126,0.9889903846153846,121.84500789642334
ER_p25_s40,25,40,316,2.5,4,SVI-DAG (noninformative),0.036718133165230045,33.055,0.8241898079361385,0.9905288461538462,121.83479380607605
