scenario,p,s,num_samples,sample_size_log10,replicate,algorithm,Brier,E_SHD,E_F1,AUROC,time_sec
ER_p50_s80,50,80,32,1.5,4,BayesDAG,0.03291383756036737,85.692,0.004368591720745072,0.5249077004219409,200.77257251739502
