scenario,p,s,num_samples,sample_size_log10,replicate,algorithm,Brier,E_SHD,E_F1,AUROC,time_sec
ER_p50_s80,50,80,32,1.5,4,DiBS,0.029595918339490893,110.2,0.1271155660610415,0.694620253164557,45.289127349853516
