scenario,p,s,num_samples,sample_size_log10,replicate,algorithm,Brier,E_SHD,E_F1,AUROC,time_sec
ER_p50_s80,50,80,3162,3.5,1,DDS,0.015607248209248723,84.796,0.46283450743954735,0.9663554852320675,65.82549858093262
